384080905	1736781084	Died	eel	292	292	0	2	764
384081085	1736781840	Died	Killed by lava	1262	1262	0	3	2032
384081891	1736781999	Died	eel	208	208	0	1	626
384081999	1736782475	Died	dar blademaster	1323	1323	0	4	1507
384082507	1736782548	Died	eel	0	0	0	1	203
384082548	1736813977	Escaped	-	40940	5940	0	6	5173
384114424	1736816178	Died	goblin	445	445	0	2	1518
384125994	1736826172	Died	Killed by a fall	528	528	0	2	840
384126177	1736828489	Escaped	-	42748	7748	0	6	5761
384185338	1736886470	Died	Burned to death	1780	1780	0	4	2689
384186490	1736886586	Died	goblin	437	437	0	2	543
384186587	1736886596	Died	goblin	0	0	0	1	62
384186597	1736886943	Died	goblin	1007	1007	0	3	1704
384186943	1736904168	Died	fury	4394	4394	0	5	2504
384204267	1736906044	Died	arrow turret	1669	1669	0	4	2668
384206097	1736906233	Died	spider	353	353	0	2	707
384253000	1736953106	Died	eel	151	151	0	1	584
384253107	1736953250	Died	Burned to death	266	266	0	2	778
384253250	1736954462	Died	wraith	2122	2122	0	4	3256
384254475	1736954548	Died	Killed by a violent explosion	658	658	0	1	464
384254549	1736954922	Died	pink jelly	842	842	0	2	1633
384254923	1736955406	Died	goblin	275	275	0	2	2501
384255406	1736956067	Died	underworm	2874	2874	0	4	2404
384256079	1736956469	Died	centaur	1356	1356	0	3	1340
384283961	1736983964	Quit	-	0	0	0	1	0
1	1736984087	Quit	-	298	298	0	2	507
2	1736994928	Died	naga	4072	4072	0	5	4682
384294957	1736995758	Died	naga	1244	1244	0	3	2996
3	1736998865	Died	ifrit	684	684	0	2	1394
384299032	1736999879	Died	vampire bat	1336	1336	0	3	2836
384299900	1737000734	Died	vampire bat	402	402	0	2	1124
384300735	1737000757	Died	rat	135	135	0	1	132
384300758	1737000958	Died	kobold	408	408	0	1	943
384300959	1737001063	Died	eel	146	146	0	1	705
384301063	1737001847	Died	wraith	1875	1875	0	5	2230
384301872	1737001951	Died	pink jelly	130	130	0	2	676
384302062	1737002076	Died	jackal	244	244	0	1	55
384302076	1737002361	Died	goblin	258	258	0	2	1616
384303659	1737003693	Died	goblin	157	157	0	1	258
384303693	1737004816	Died	revenant	2010	2010	0	4	4009
384375060	1737080296	Escaped	-	41408	6408	0	6	5898
384380363	1737080386	Quit	-	0	0	0	1	0
384392673	1737093110	Died	goblin	663	663	0	3	1688
384393111	1737094240	Died	toad	1283	1283	0	3	1761
384426416	1737126438	Died	spectral blade	364	364	0	1	117
384426438	1737127744	Died	centaur	2109	2109	0	4	3358
384427818	1737145803	Died	Killed by a cloud of caustic gas	5629	5629	0	5	5483
384445821	1737145839	Died	toad	0	0	0	2	155
384445840	1737145998	Died	black jelly	283	283	0	2	800
384445998	1737146096	Died	eel	119	119	0	2	924
384523854	1737223878	Died	pink jelly	100	100	0	2	230
384527152	1737227155	Quit	-	0	0	0	1	0
384523878	1737252231	Died	dar blademaster	2426	2426	0	5	3118
384640393	1737341749	Quit	-	635	635	0	2	1167
384641761	1737341916	Died	Killed by a fall	134	134	0	2	600
384641998	1737342009	Died	jackal	143	143	0	1	67
384642040	1737343318	Died	goblin	1608	1608	0	3	3035
384643320	1737343878	Died	jackal	1001	1001	0	3	1446
384652915	1737352918	Quit	-	0	0	0	1	0
384653703	1737353705	Quit	-	0	0	0	1	0
4	1737396073	Died	jackal	269	269	0	2	356
5	1737396815	Died	ogre	1067	1067	0	2	2140
6	1737397307	Died	jackal	216	216	0	2	1576
385048245	1737751005	Died	ogre	1786	1786	0	3	1205
385051008	1737751049	Died	eel	0	0	0	1	255
385051049	1737751086	Died	Burned to death	126	126	0	1	360
385051086	1737752287	Died	ogre	685	685	0	3	1968
385052404	1737753026	Died	tentacle horror	1999	1999	0	6	1465
385053202	1737753967	Quit	-	284	284	0	1	426
10	1737774707	Died	golem	4937	4937	1	7	3978
385133723	1737833744	Died	eel	143	143	0	1	171
385133746	1737833774	Quit	-	107	107	0	2	527
385299514	1738000554	Died	kraken	1945	1945	0	4	3273
385300859	1738000886	Died	Killed by a cloud of caustic gas	159	159	0	1	119
385301078	1738001448	Died	vampire bat	685	685	0	3	1372
385301496	1738001525	Quit	-	123	123	0	1	279
385416018	1738116057	Died	monkey	92	92	0	2	166
385990935	1738690954	Quit	-	0	0	0	1	34
386001533	1738701579	Died	eel	119	119	0	1	184
386001580	1738702407	Died	flame turret	2888	2888	0	4	2659
386019729	1738719931	Died	spectral blade	96	96	0	2	794
386019934	1738720861	Died	Killed by a cloud of caustic gas	3402	3402	0	5	2907
386023034	1738723242	Quit	-	406	406	0	2	926
386023242	1738723250	Died	ogre	100	100	0	2	64
386023251	1738723294	Died	eel	118	118	0	1	400
386029125	1738729130	Died	eel	0	0	0	1	37
386029131	1738729365	Died	goblin	315	315	0	2	1156
386180258	1738883351	Died	spectral blade	96	96	0	1	396
386528647	1739229615	Died	underworm	2813	2813	0	4	2571
387973447	1740673472	Died	eel	159	159	0	1	353
